Bandeira,  5 337,MG,3105202
Bandeira do Sul,  5 106,MG,3105301
Barão de Cocais,  26 421,MG,3105400
Barão de Monte Alto,  5 656,MG,3105509
Barbacena,  122 377,MG,3105608
Barra Longa,  6 965,MG,3105707
Barroso,  19 352,MG,3105905
Bela Vista de Minas,  9 968,MG,3106002
Belmiro Braga,  3 067,MG,3106101
Belo Horizonte, 2 412 937,MG,3106200
Belo Oriente,  21 369,MG,3106309
Belo Vale,  7 267,MG,3106408
Berilo,  13 214,MG,3106507
Berizal,  4 399,MG,3106655
Bertópolis,  4 588,MG,3106606
Betim,  415 098,MG,3106705
Bias Fortes,  3 880,MG,3106804
Bicas,  13 638,MG,3106903
Biquinhas,  2 592,MG,3107000
Boa Esperança,  37 801,MG,4103008
Bocaina de Minas,  5 034,MG,3107208
Bocaiúva,  44 657,MG,3107307
Bom Despacho,  42 260,MG,3107406
Bom Jardim de Minas,  6 481,MG,3107505
Bom Jesus da Penha,  3 787,MG,3107604
Bom Jesus do Amparo,  5 412,MG,3107703
Bom Jesus do Galho,  15 198,MG,3107802
Bom Repouso,  10 482,MG,3107901
Bom Sucesso,  17 194,MG,4103206
Bonfim,  6 715,MG,3108107
Bonfinópolis de Minas,  5 828,MG,3108206
Bonito de Minas,  8 787,MG,3108255
Borda da Mata,  14 892,MG,3108305
Botelhos,  14 853,MG,3108404
Botumirim,  6 435,MG,3108503
Brás Pires,  4 592,MG,3108701
Brasilândia de Minas,  12 821,MG,3108552
Brasília de Minas,  31 165,MG,3108602
Brasópolis,  14 452,MG,
Braúnas,  5 208,MG,3108800
Brumadinho,  31 965,MG,3109006
Bueno Brandão,  10 864,MG,3109105
Buenópolis,  9 522,MG,3109204
Bugre,  3 960,MG,3109253
Buritis,  21 472,MG,3109303
Buritizeiro,  26 133,MG,3109402
Cabeceira Grande,  6 294,MG,3109451
Cabo Verde,  13 614,MG,3109501
Cachoeira da Prata,  3 802,MG,3109600
Cachoeira de Minas,  10 820,MG,3109709
Cachoeira de Pajeú,  9 089,MG,3102704
Cachoeira Dourada,  2 470,MG,5204250
Caetanópolis,  9 490,MG,3109907
Caeté,  39 039,MG,3110004
Caiana,  4 537,MG,3110103
Cajuri,  4 015,MG,3110202
Caldas,  13 901,MG,3110301
Camacho,  3 204,MG,3110400
Camanducaia,  19 708,MG,3110509
Cambuí,  25 010,MG,3110608
Cambuquira,  12 520,MG,3110707
Campanário,  3 592,MG,3110806
Campanha,  15 169,MG,3110905
Campestre,  20 251,MG,3111002
Campina Verde,  18 680,MG,3111101
Campo Azul,  3 828,MG,3111150
Campo Belo,  51 375,MG,3111200
Campo do Meio,  11 476,MG,3111309
Campo Florido,  6 570,MG,3111408
Campos Altos,  13 184,MG,3111507
Campos Gerais,  26 954,MG,3111606
Cana Verde,  5 712,MG,3111903
Canaã,  4 668,MG,3111705
Canápolis,  11 313,MG,3111804
Candeias,  15 499,MG,3112000
Cantagalo,  3 967,MG,4104451
Caparaó,  4 863,MG,3112109
Capela Nova,  4 598,MG,3112208
Capelinha,  33 061,MG,3112307
Capetinga,  7 154,MG,3112406
Capim Branco,  8 763,MG,3112505
Capinópolis,  15 302,MG,3112604
Capitão Andrade,  4 801,MG,3112653
Capitão Enéas,  14 106,MG,3112703
Capitólio,  7 634,MG,3112802
Caputira,  8 855,MG,3112901
Caraí,  21 530,MG,3113008
Caranaíba,  3 445,MG,3113107
Carandaí,  22 240,MG,3113206
Carangola,  32 068,MG,3113305
Caratinga,  81 731,MG,3113404
Carbonita,  10 145,MG,3113503
Careaçu,  6 029,MG,3113602
Carlos Chagas,  20 812,MG,3113701
Carmésia,  2 550,MG,3113800
Carmo da Cachoeira,  11 656,MG,3113909
Carmo da Mata,  10 942,MG,3114006
Carmo de Minas,  13 657,MG,3114105
Carmo do Cajuru,  18 943,MG,3114204
Carmo do Paranaíba,  30 712,MG,3114303
Carmo do Rio Claro,  19 480,MG,3114402
Carmópolis de Minas,  15 743,MG,3114501
Carneirinho,  8 859,MG,3114550
Carrancas,  4 015,MG,3114600
Carvalhópolis,  3 234,MG,3114709
Carvalhos,  4 611,MG,3114808
Casa Grande,  2 100,MG,3114907
Cascalho Rico,  2 799,MG,3115003
Cássia,  17 067,MG,3115102
Cataguases,  67 384,MG,3115300
Catas Altas,  4 561,MG,3115359
Catas Altas da Noruega,  3 424,MG,3115409
Catuji,  6 597,MG,3115458
Catuti,  5 303,MG,3115474
Caxambu,  21 009,MG,3115508
Cedro do Abaeté,  1 203,MG,3115607
Central de Minas,  6 590,MG,3115706
Centralina,  10 219,MG,3115805
Chácara,  2 613,MG,3115904
Chalé,  5 465,MG,3116001
Chapada do Norte,  15 449,MG,3116100
Chapada Gaúcha,  10 266,MG,3116159
Chiador,  2 893,MG,3116209
Cipotânea,  6 539,MG,3116308
Claraval,  4 295,MG,3116407
Claro dos Poções,  8 131,MG,3116506
Cláudio,  24 590,MG,3116605
Coimbra,  6 886,MG,3116704
Coluna,  9 281,MG,3116803
Comendador Gomes,  3 087,MG,3116902
Comercinho,  8 720,MG,3117009
Conceição da Aparecida,  10 215,MG,3117108
Conceição da Barra de Minas,  3 960,MG,3115201
Conceição das Alagoas,  20 426,MG,3117306
Conceição das Pedras,  2 726,MG,3117207
Conceição de Ipanema,  4 396,MG,3117405
Conceição do Mato Dentro,  18 070,MG,3117504
Conceição do Pará,  4 725,MG,3117603
Conceição do Rio Verde,  12 708,MG,3117702
Conceição dos Ouros,  10 204,MG,3117801
Cônego Marinho,  6 279,MG,3117836
Confins,  5 680,MG,3117876
Congonhal,  9 692,MG,3117900
Congonhas,  45 984,MG,3118007
Congonhas do Norte,  5 110,MG,3118106
Conquista,  6 580,MG,3118205
Conselheiro Lafaiete,  109 280,MG,3118304
Conselheiro Pena,  21 793,MG,3118403
Consolação,  1 695,MG,3118502
Contagem,  608 650,MG,3118601
Coqueiral,  9 466,MG,3118700
Coração de Jesus,  26 131,MG,3118809
Cordisburgo,  9 033,MG,3118908
Cordislândia,  3 570,MG,3119005
Corinto,  22 741,MG,3119104
Coroaci,  10 776,MG,3119203
Coromandel,  27 392,MG,3119302
Coronel Fabriciano,  100 805,MG,3119401
Coronel Murta,  9 120,MG,3119500
Coronel Pacheco,  2 457,MG,3119609
Coronel Xavier Chaves,  3 194,MG,3119708
Córrego Danta,  3 423,MG,3119807
Córrego do Bom Jesus,  3 724,MG,3119906
Córrego Fundo,  5 635,MG,3119955
Córrego Novo,  3 155,MG,3120003
Couto de Magalhães de Minas,  4 332,MG,3120102
Crisólita,  5 659,MG,3120151
Cristais,  10 631,MG,3120201
Cristália,  5 731,MG,3120300
Cristiano Otoni,  4 881,MG,3120409
Cristina,  10 955,MG,3120508
Crucilândia,  4 593,MG,3120607
Cruzeiro da Fortaleza,  3 760,MG,3120706
Cruzília,  14 656,MG,3120805
Cuparaque,  4 404,MG,3120839
Curral de Dentro,  6 907,MG,3120870
Curvelo,  71 611,MG,3120904
Datas,  5 418,MG,3121001
Delfim Moreira,  7 834,MG,3121100
Delfinópolis,  6 698,MG,3121209
Delta,  6 600,MG,3121258
Descoberto,  4 876,MG,3121308
Desterro de Entre Rios,  6 914,MG,3121407
Desterro do Melo,  3 198,MG,3121506
Diamantina,  44 746,MG,3121605
Diogo de Vasconcelos,  3 941,MG,3121704
Dionísio,  10 234,MG,3121803
Divinésia,  3 276,MG,3121902
Divino,  19 245,MG,3122009
Divino das Laranjeiras,  4 934,MG,3122108
Divinolândia de Minas,  6 724,MG,3122207
Divinópolis,  209 921,MG,3122306
Divisa Alegre,  5 793,MG,3122355
Divisa Nova,  5 619,MG,3122405
Divisópolis,  7 852,MG,3122454
Dom Bosco,  3 781,MG,3122470
Dom Cavati,  5 593,MG,3122504
Dom Joaquim,  4 530,MG,3122603
Dom Silvério,  5 284,MG,3122702
Dom Viçoso,  3 020,MG,3122801
Dona Eusébia,  5 569,MG,3122900
Dores de Campos,  9 276,MG,3123007
Dores de Guanhães,  5 528,MG,3123106
Dores do Indaiá,  13 996,MG,3123205
Dores do Turvo,  4 572,MG,3123304
Doresópolis,  1 492,MG,3123403
Douradoquara,  1 846,MG,3123502
Durandé,  6 932,MG,3123528
Elói Mendes,  24 161,MG,3123601
Engenheiro Caldas,  10 317,MG,3123700
Engenheiro Navarro,  7 079,MG,3123809
Entre Folhas,  4 931,MG,3123858
Entre Rios de Minas,  13 887,MG,3123908
Ervália,  18 002,MG,3124005
Esmeraldas,  55 436,MG,3124104
Espera Feliz,  20 835,MG,3124203
Espinosa,  31 322,MG,3124302
Espírito Santo do Dourado,  4 293,MG,3124401
Estiva,  10 920,MG,3124500
Estrela Dalva,  2 497,MG,3124609
Estrela do Indaiá,  3 651,MG,3124708
Estrela do Sul,  7 136,MG,3124807
Eugenópolis,  10 291,MG,3124906
Ewbank da Câmara,  3 567,MG,3125002
Extrema,  24 886,MG,3125101
Fama,  2 219,MG,3125200
Faria Lemos,  3 612,MG,3125309
Felício dos Santos,  5 685,MG,3125408
Felisburgo,  6 687,MG,3125606
Felixlândia,  13 618,MG,3125705
Fernandes Tourinho,  2 612,MG,3125804
Ferros,  11 387,MG,3125903
Fervedouro,  10 261,MG,3125952
Florestal,  5 928,MG,3126000
Formiga,  64 585,MG,3126109
Formoso,  6 612,MG,5208103
Fortaleza de Minas,  3 837,MG,3126307
Fortuna de Minas,  2 454,MG,3126406
Francisco Badaró,  10 269,MG,3126505
Francisco Dumont,  4 759,MG,3126604
Francisco Sá,  24 838,MG,3126703
Franciscópolis,  5 664,MG,3126752
Frei Gaspar,  6 343,MG,3126802
Frei Inocêncio,  8 873,MG,3126901
Frei Lagonegro,  3 342,MG,3126950
Fronteira,  13 983,MG,3127008
Fronteira dos Vales,  4 835,MG,3127057
Fruta de Leite,  6 327,MG,3127073
Frutal,  51 766,MG,3127107
Funilândia,  3 639,MG,3127206
Galiléia,  7 302,MG,3127305
Gameleiras,  5 226,MG,3127339
Glaucilândia,  2 932,MG,3127354
Goiabeira,  3 052,MG,3127370
Goianá,  3 643,MG,3127388
Gonçalves,  4 270,MG,3127404
Gonzaga,  5 620,MG,3127503
Gouveia,  11 569,MG,3127602
Governador Valadares,  260 396,MG,3127701
Grão Mogol,  14 594,MG,3127800
Grupiara,  1 412,MG,3127909
Guanhães,  29 286,MG,3128006
Guapé,  13 152,MG,3128105
Guaraciaba,  10 428,MG,4206405
Guaraciama,  4 554,MG,3128253
Guaranésia,  18 147,MG,3128303
Guarani,  9 487,MG,3128402
Guarará,  4 017,MG,3128501
Guarda-Mor,  6 577,MG,3128600
Guaxupé,  47 894,MG,3128709
Guidoval,  7 321,MG,3128808
Guimarânia,  6 946,MG,3128907
Guiricema,  8 906,MG,3129004
Gurinhatã,  6 194,MG,3129103
Heliodora,  6 005,MG,3129202
Iapu,  10 851,MG,3129301
Ibertioga,  5 057,MG,3129400
Ibiá,  22 069,MG,3129509
Ibiaí,  7 571,MG,3129608
Ibiracatu,  5 898,MG,3129657
Ibiraci,  11 023,MG,3129707
Ibirité,  148 535,MG,3129806
Ibitiúra de Minas,  3 382,MG,3129905
Ibituruna,  2 825,MG,3130002
Icaraí de Minas,  10 331,MG,3130051
Igarapé,  31 135,MG,3130101
Igaratinga,  8 477,MG,3130200
Iguatama,  7 632,MG,3130309
Ijaci,  5 687,MG,3130408
Ilicínea,  11 265,MG,3130507
Imbé de Minas,  6 324,MG,3130556
Inconfidentes,  7 253,MG,3130606
Indaiabira,  7 482,MG,3130655
Indianópolis,  6 244,MG,4110409
Ingaí,  2 496,MG,3130804
Inhapim,  24 289,MG,3130903
Inhaúma,  5 347,MG,3131000
Inimutaba,  6 420,MG,3131109
Ipaba,  14 844,MG,3131158
Ipanema,  17 128,MG,3131208
Ipatinga,  238 397,MG,3131307
Ipiaçu,  4 191,MG,3131406
Ipuiúna,  9 183,MG,3131505
Iraí de Minas,  6 295,MG,3131604
Itabira,  105 159,MG,3131703
Itabirinha,  10 338,MG,3131802
Itabirito,  41 522,MG,3131901
Itacambira,  5 018,MG,3132008
Itacarambi,  17 626,MG,3132107
Itaguara,  12 292,MG,3132206
Itaipé,  11 497,MG,3132305
Itajubá,  86 673,MG,3132404
Itamarandiba,  31 883,MG,3132503
Itamarati de Minas,  4 035,MG,3132602
Itambacuri,  22 635,MG,3132701
Itambé do Mato Dentro,  2 434,MG,3132800
Itamogi,  10 828,MG,3132909
Itamonte,  13 756,MG,3133006
Itanhandu,  14 395,MG,3133105
Itanhomi,  11 880,MG,3133204
Itaobim,  20 986,MG,3133303
Itapagipe,  14 019,MG,3133402
Itapecerica,  20 653,MG,3133501
Itapeva,  7 722,MG,3522406
Itatiaiuçu,  8 953,MG,3133709
Itaú de Minas,  14 551,MG,3133758
Itaúna,  81 833,MG,3133808
Itaverava,  5 724,MG,3133907
Itinga,  14 587,MG,3134004
Itueta,  5 830,MG,3134103
Ituiutaba,  92 727,MG,3134202
Itumirim,  6 439,MG,3134301
Iturama,  31 495,MG,3134400
Itutinga,  4 051,MG,3134509
Jaboticatubas,  15 496,MG,3134608
Jacinto,  12 422,MG,3134707
Jacuí,  7 225,MG,3134806
Jacutinga,  20 389,MG,4310900
Jaguaraçu,  2 782,MG,3135001
Jaíba,  30 386,MG,3135050
Jampruca,  4 926,MG,3135076
Janaúba,  65 387,MG,3135100
Januária,  64 985,MG,3135209
Japaraíba,  3 688,MG,3135308
Japonvar,  8 232,MG,3135357
Jeceaba,  5 892,MG,3135407
Jenipapo de Minas,  6 905,MG,3135456
Jequeri,  12 965,MG,3135506
Jequitaí,  8 029,MG,3135605
Jequitibá,  5 491,MG,3135704
Jequitinhonha,  23 982,MG,3135803
Jesuânia,  4 821,MG,3135902
Joaíma,  14 881,MG,3136009
Joanésia,  5 628,MG,3136108
João Monlevade,  71 658,MG,3136207
João Pinheiro,  43 229,MG,3136306
Joaquim Felício,  3 937,MG,3136405
Jordânia,  10 751,MG,3136504
José Gonçalves de Minas,  4 547,MG,3136520
José Raydan,  4 146,MG,3136553
Josenópolis,  4 440,MG,3136579
Juatuba,  19 528,MG,3136652
Juiz de Fora,  513 348,MG,3136702
Juramento,  3 960,MG,3136801
Juruaia,  8 260,MG,3136900
Juvenília,  6 050,MG,3136959
Ladainha,  16 479,MG,3137007
Lagamar,  7 636,MG,3137106
Lagoa da Prata,  44 159,MG,3137205
Lagoa dos Patos,  4 448,MG,4300002
Lagoa Dourada,  11 792,MG,3137403
Lagoa Formosa,  16 521,MG,3137502
Lagoa Grande,  8 660,MG,3137536
Lagoa Santa,  44 922,MG,5212253
Lajinha,  17 580,MG,3137700
Lambari,  18 547,MG,3137809
Lamim,  3 546,MG,3137908
Laranjal,  6 310,MG,4113254
Lassance,  6 458,MG,3138104
Lavras,  87 421,MG,3138203
Leandro Ferreira,  2 955,MG,3138302
Leme do Prado,  4 930,MG,3138351
Leopoldina,  49 915,MG,3138401
Liberdade,  5 333,MG,3138500
Lima Duarte,  15 909,MG,3138609
Limeira do Oeste,  6 492,MG,3138625
Lontra,  7 979,MG,3138658
Luisburgo,  6 276,MG,3138674
Luislândia,  6 432,MG,3138682
Luminárias,  5 374,MG,3138708
Luz,  17 173,MG,3138807
Machacalis,  6 855,MG,3138906
Machado,  37 567,MG,3139003
Madre de Deus de Minas,  4 951,MG,3139102
Malacacheta,  17 917,MG,3139201
Mamonas,  6 247,MG,3139250
Manga,  20 903,MG,3139300
Manhuaçu,  74 297,MG,3139409
Manhumirim,  20 209,MG,3139508
Mantena,  26 721,MG,3139607
Mar de Espanha,  11 139,MG,3139805
Maravilhas,  6 840,MG,3139706
Maria da Fé,  14 249,MG,3139904
Mariana,  51 693,MG,3140001
Marilac,  4 285,MG,3140100
Mário Campos,  11 421,MG,3140159
Maripá de Minas,  2 827,MG,3140209
Marliéria,  3 743,MG,3140308
Marmelópolis,  3 100,MG,3140407
Martinho Campos,  12 165,MG,3140506
Martins Soares,  6 338,MG,3140530
Mata Verde,  7 458,MG,3140555
Materlândia,  4 662,MG,3140605
Mateus Leme,  25 627,MG,3140704
Mathias Lobato,  3 457,MG,3171501
Matias Barbosa,  13 205,MG,3140803
Matias Cardoso,  10 270,MG,3140852
Matipó,  16 430,MG,3140902
Mato Verde,  12 664,MG,3141009
Matozinhos,  33 317,MG,3141108
Matutina,  3 700,MG,3141207
Medeiros,  3 238,MG,3141306
Medina,  20 667,MG,3141405
Mendes Pimentel,  6 431,MG,3141504
Mercês,  10 452,MG,3141603
Mesquita,  6 493,MG,3302858
Minas Novas,  30 578,MG,3141801
Minduri,  3 603,MG,3141900
Mirabela,  12 769,MG,3142007
Miradouro,  10 197,MG,3142106
Miraí,  12 949,MG,3142205
Miravânia,  4 708,MG,3142254
Moeda,  4 506,MG,3142304
Moema,  6 754,MG,3142403
Monjolos,  2 303,MG,3142502
Monsenhor Paulo,  7 391,MG,3142601
Montalvânia,  15 961,MG,3142700
Monte Alegre de Minas,  18 348,MG,3142809
Monte Azul,  22 437,MG,3142908
Monte Belo,  12 573,MG,3143005
Monte Carmelo,  44 367,MG,3143104
Monte Formoso,  4 709,MG,3143153
Monte Santo de Minas,  20 133,MG,3143203
Monte Sião,  19 228,MG,3143401
Montes Claros,  352 384,MG,3143302
Montezuma,  7 259,MG,3143450
Morada Nova de Minas,  8 297,MG,3143500
Morro da Garça,  2 887,MG,3143609
Morro do Pilar,  3 474,MG,3143708
Munhoz,  6 298,MG,3143807
Muriaé,  95 548,MG,3143906
Mutum,  26 331,MG,3144003
Muzambinho,  19 925,MG,3144102
Nacip Raydan,  2 957,MG,3144201
Nanuque,  40 307,MG,3144300
Naque,  5 885,MG,3144359
Natalândia,  3 271,MG,3144375
Natércia,  4 623,MG,3144409
Nazareno,  7 716,MG,3144508
Nepomuceno,  24 430,MG,3144607
Ninheira,  10 414,MG,3144656
Nova Belém,  3 629,MG,3144672
Nova Era,  17 932,MG,3144706
Nova Lima,  72 207,MG,3144805
Nova Módica,  3 878,MG,3144904
Nova Ponte,  11 586,MG,3145000
Nova Porteirinha,  7 358,MG,3145059
Nova Resende,  14 145,MG,3145109
Nova Serrana,  60 195,MG,3145208
Nova União,  5 461,MG,3136603
Novo Cruzeiro,  30 331,MG,3145307
Novo Oriente de Minas,  10 327,MG,3145356
Novorizonte,  4 899,MG,3145372
Olaria,  2 380,MG,3145406
Olhos-d'Água,  4 991,MG,3145455
Olímpio Noronha,  2 505,MG,3145505
Oliveira,  37 805,MG,3145604
Oliveira Fortes,  1 939,MG,3145703
Onça de Pitangui,  3 019,MG,3145802
Oratórios,  4 385,MG,3145851
Orizânia,  6 771,MG,3145877
Ouro Branco,  33 548,MG,3145901
Ouro Fino,  31 154,MG,3146008
Ouro Preto,  67 048,MG,3146107
Ouro Verde de Minas,  6 832,MG,3146206
Padre Carvalho,  5 828,MG,3146255
Padre Paraíso,  18 120,MG,3146305
Pai Pedro,  5 979,MG,3146552
Paineiras,  4 594,MG,3146404
Pains,  8 122,MG,3146503
Paiva,  1 630,MG,3146602
Palma,  6 118,MG,3146701
Palmópolis,  7 041,MG,3146750
Papagaios,  14 410,MG,3146909
Pará de Minas,  79 852,MG,3147105
Paracatu,  79 739,MG,3147006
Paraguaçu,  19 603,MG,3147204
Paraisópolis,  18 088,MG,3147303
Paraopeba,  22 204,MG,3147402
Passa Quatro,  15 285,MG,3147600
Passa Tempo,  8 494,MG,3147709
Passabém,  1 801,MG,3147501
Passa-Vinte,  2 082,MG,3147808
Passos,  102 765,MG,3147907
Patis,  5 346,MG,3147956
Patos de Minas,  133 054,MG,3148004
Patrocínio,  81 589,MG,3148103
Patrocínio do Muriaé,  5 319,MG,3148202
Paula Cândido,  9 086,MG,3148301
Paulistas,  4 893,MG,3148400
Pavão,  8 868,MG,3148509
Peçanha,  17 157,MG,3148608
Pedra Azul,  24 851,MG,3148707
Pedra Bonita,  6 474,MG,3148756
Pedra do Anta,  3 672,MG,3148806
Pedra do Indaiá,  3 921,MG,3148905
Pedra Dourada,  2 100,MG,3149002
Pedralva,  11 184,MG,3149101
Pedras de Maria da Cruz,  10 976,MG,3149150
Pedrinópolis,  3 448,MG,3149200
Pedro Leopoldo,  56 518,MG,3149309
Pedro Teixeira,  1 658,MG,3149408
Pequeri,  2 997,MG,3149507
Pequi,  4 232,MG,3149606
Perdigão,  7 310,MG,3149705
Perdizes,  13 924,MG,3149804
Perdões,  19 407,MG,3149903
Periquito,  7 030,MG,3149952
Pescador,  4 056,MG,3150000
Piau,  2 973,MG,3150109
Piedade de Caratinga,  6 444,MG,3150158
Piedade de Ponte Nova,  4 113,MG,3150208
Piedade do Rio Grande,  4 781,MG,3150307
Piedade dos Gerais,  4 542,MG,3150406
Pimenta,  8 164,MG,3150505
Pingo-d'Água,  4 016,MG,3150539
Pintópolis,  7 727,MG,3150570
Piracema,  6 554,MG,3150604
Pirajuba,  3 694,MG,3150703
Piranga,  17 208,MG,3150802
Piranguçu,  5 113,MG,3150901
Piranguinho,  7 849,MG,3151008
Pirapetinga,  10 240,MG,3151107
Pirapora,  51 636,MG,3151206
Piraúba,  10 686,MG,3151305
Pitangui,  24 618,MG,3151404
Piumhi,  30 984,MG,3151503
Planura,  10 289,MG,3151602
Poço Fundo,  15 350,MG,3151701
Poços de Caldas,  144 386,MG,3151800
Pocrane,  8 769,MG,3151909
Pompéu,  28 393,MG,3152006
Ponte Nova,  55 687,MG,3152105
Ponto Chique,  4 046,MG,3152131
Ponto dos Volantes,  10 976,MG,3152170
Porteirinha,  36 864,MG,3152204
Porto Firme,  10 404,MG,3152303
Poté,  14 749,MG,3152402
Pouso Alegre,  120 467,MG,3152501
Pouso Alto,  6 359,MG,3152600
Prados,  8 168,MG,3152709
Prata,  25 511,MG,3152808
Pratápolis,  8 653,MG,3152907
Pratinha,  3 236,MG,3153004
Presidente Bernardes,  5 699,MG,3541208
Presidente Juscelino,  4 257,MG,3153202
Presidente Kubitschek,  2 978,MG,3153301
Presidente Olegário,  18 256,MG,3153400
Prudente de Morais,  8 874,MG,3153608
Quartel Geral,  3 200,MG,3153707
Queluzito,  1 826,MG,3153806
Raposos,  14 874,MG,3153905
Raul Soares,  23 901,MG,3154002
Recreio,  10 194,MG,3154101
Reduto,  6 344,MG,3154150
Resende Costa,  10 537,MG,3154200
Resplendor,  17 024,MG,3154309
Ressaquinha,  4 574,MG,3154408
Riachinho,  8 126,MG,3154457
Riacho dos Machados,  9 392,MG,3154507
Ribeirão das Neves,  329 112,MG,3154606
Ribeirão Vermelho,  3 773,MG,3154705
Rio Acima,  8 257,MG,3154804
Rio Casca,  14 496,MG,3154903
Rio do Prado,  4 489,MG,3155108
Rio Doce,  2 520,MG,3155009
Rio Espera,  6 594,MG,3155207
Rio Manso,  5 007,MG,3155306
Rio Novo,  8 910,MG,3155405
Rio Paranaíba,  10 809,MG,3155504
Rio Pardo de Minas,  28 633,MG,3155603
Rio Piracicaba,  14 319,MG,3155702
Rio Pomba,  16 709,MG,3155801
Rio Preto,  5 388,MG,3155900
Rio Vermelho,  14 856,MG,3156007
Ritápolis,  5 068,MG,3156106
Rochedo de Minas,  2 036,MG,3156205
Rodeiro,  6 178,MG,3156304
Romaria,  3 561,MG,3156403
Rosário da Limeira,  4 151,MG,3156452
Rubelita,  8 299,MG,3156502
Rubim,  9 561,MG,3156601
Sabará,  120 770,MG,3156700
Sabinópolis,  15 889,MG,3156809
Sacramento,  22 159,MG,3156908
Salinas,  37 370,MG,3157005
Salto da Divisa,  6 896,MG,3157104
Santa Bárbara,  26 185,MG,3157203
Santa Bárbara do Leste,  7 451,MG,3157252
Santa Bárbara do Monte Verde,  2 796,MG,3157278
Santa Bárbara do Tugúrio,  4 504,MG,3157302
Santa Cruz de Minas,  7 347,MG,3157336
Santa Cruz de Salinas,  5 192,MG,3157377
Santa Cruz do Escalvado,  5 193,MG,3157401
Santa Efigênia de Minas,  4 519,MG,3157500
Santa Fé de Minas,  4 034,MG,3157609
Santa Helena de Minas,  5 892,MG,3157658
Santa Juliana,  10 582,MG,3157708
Santa Luzia,  222 507,MG,3157807
Santa Margarida,  14 205,MG,3157906
Santa Maria de Itabira,  10 445,MG,3158003
Santa Maria do Salto,  5 724,MG,3158102
Santa Maria do Suaçuí,  14 427,MG,3158201
Santa Rita de Caldas,  9 078,MG,3159209
Santa Rita de Ibitipoca,  3 747,MG,3159407
Santa Rita de Jacutinga,  5 588,MG,3159308
Santa Rita de Minas,  5 787,MG,3159357
Santa Rita do Itueto,  5 652,MG,3159506
Santa Rita do Sapucaí,  34 246,MG,3159605
Santa Rosa da Serra,  3 261,MG,3159704
Santa Vitória,  15 492,MG,3159803
Santana da Vargem,  7 092,MG,3158300
Santana de Cataguases,  3 603,MG,3158409
Santana de Pirapama,  8 549,MG,3158508
Santana do Deserto,  3 833,MG,3158607
Santana do Garambéu,  2 104,MG,3158706
Santana do Jacaré,  4 532,MG,3158805
Santana do Manhuaçu,  8 185,MG,3158904
Santana do Paraíso,  22 765,MG,3158953
Santana do Riacho,  4 159,MG,3159001
Santana dos Montes,  3 989,MG,3159100
Santo Antônio do Amparo,  17 255,MG,3159902
Santo Antônio do Aventureiro,  3 489,MG,3160009
Santo Antônio do Grama,  4 241,MG,3160108
Santo Antônio do Itambé,  4 517,MG,3160207
Santo Antônio do Jacinto,  11 294,MG,3160306
Santo Antônio do Monte,  24 746,MG,3160405
Santo Antônio do Retiro,  6 817,MG,3160454
Santo Antônio do Rio Abaixo,  1 753,MG,3160504
Santo Hipólito,  3 541,MG,3160603
Santos Dumont,  45 922,MG,3160702
São Bento Abade,  4 400,MG,3160801
São Brás do Suaçuí,  3 488,MG,3160900
São Domingos das Dores,  5 232,MG,3160959
São Domingos do Prata,  17 349,MG,3161007
São Félix de Minas,  3 387,MG,3161056
São Francisco,  52 985,MG,3549003
São Francisco de Paula,  6 246,MG,4318200
São Francisco de Sales,  5 167,MG,3161304
São Francisco do Glória,  5 539,MG,3161403
São Geraldo,  9 171,MG,3161502
São Geraldo da Piedade,  4 768,MG,3161601
São Geraldo do Baixio,  3 253,MG,3161650
São Gonçalo do Abaeté,  6 156,MG,3161700
São Gonçalo do Pará,  10 308,MG,3161809
São Gonçalo do Rio Abaixo,  9 233,MG,3161908
São Gonçalo do Rio Preto,  3 124,MG,3125507
São Gonçalo do Sapucaí,  22 751,MG,3162005
São Gotardo,  30 757,MG,3162104
São João Batista do Glória,  6 828,MG,3162203
São João da Lagoa,  4 729,MG,3162252
São João da Mata,  2 858,MG,3162302
São João da Ponte,  26 091,MG,3162401
São João das Missões,  10 769,MG,3162450
São João del Rei,  81 918,MG,3162500
São João do Manhuaçu,  9 394,MG,3162559
São João do Manteninha,  4 855,MG,3162575
São João do Oriente,  7 988,MG,3162609
São João do Pacuí,  4 003,MG,3162658
São João do Paraíso,  21 839,MG,3162708
São João Evangelista,  15 686,MG,3162807
São João Nepomuceno,  25 011,MG,3162906
São Joaquim de Bicas,  22 214,MG,3162922
São José da Barra,  6 701,MG,3162948
São José da Lapa,  17 900,MG,3162955
São José da Safira,  3 929,MG,3163003
São José da Varginha,  3 797,MG,3163102
São José do Alegre,  3 908,MG,3163201
São José do Divino,  3 776,MG,3163300
São José do Goiabal,  5 646,MG,3163409
São José do Jacuri,  6 958,MG,3163508
São José do Mantimento,  2 472,MG,3163607
São Lourenço,  40 441,MG,3163706
São Miguel do Anta,  6 820,MG,3163805
São Pedro da União,  5 291,MG,3163904
São Pedro do Suaçuí,  5 801,MG,3164100
São Pedro dos Ferros,  8 880,MG,3164001
São Romão,  9 080,MG,3164209
São Roque de Minas,  6 141,MG,3164308
São Sebastião da Bela Vista,  4 884,MG,3164407
São Sebastião da Vargem Alegre,  2 743,MG,3164431
São Sebastião do Anta,  5 388,MG,3164472
São Sebastião do Maranhão,  11 686,MG,3164506
